"TEMA";"SUBTEMA";"PERGUNTA";"NOME_ARQUIVO_JS"
"Cultura e Esportes";"Futebol";"Quantos jogos do campeonato Brasileirão Série A foram realizados na Arena Fonte Nova?";"qt1.csv"
"Cultura e Esportes";"Futebol";"Qual é o público presente nas partidas do campeonato brasileirão série A relizadas na Arena Fonte Nova?";"qt2.csv"
"Cultura e Esportes";"Futebol";"Quantos gols do campeonato Brasileirão Série A foram feitos na Arena Fonte Nova?";"qt3.csv"
